Source,Date,Mean,shifted,normalized
GCAG,1880-01,0.0009,0.6805,0.324896993
GCAG,1880-02,-0.1229,0.5567,0.265790089
GCAG,1880-03,-0.1357,0.5439,0.259678875
GCAG,1880-04,-0.0499,0.6297,0.30064311
GCAG,1880-05,-0.0738,0.6058,0.289232326
GCAG,1880-06,-0.1692,0.5104,0.24368468
GCAG,1880-07,-0.1491,0.5305,0.253281197
GCAG,1880-08,-0.0725,0.6071,0.289852997
GCAG,1880-09,-0.0817,0.5979,0.285460561
GCAG,1880-10,-0.1786,0.501,0.239196757
GCAG,1880-11,-0.2672,0.4124,0.196895694
GCAG,1880-12,-0.0775,0.6021,0.287465803
GCAG,1881-01,-0.0205,0.6591,0.314679806
GCAG,1881-02,-0.0296,0.65,0.310335114
GCAG,1881-03,0.0348,0.7144,0.341082162
GCAG,1881-04,0.0734,0.753,0.359511294
GCAG,1881-05,0.0284,0.708,0.338026555
GCAG,1881-06,-0.0892,0.5904,0.281879771
GCAG,1881-07,-0.0329,0.6467,0.308759567
GCAG,1881-08,-0.0519,0.6277,0.299688233
GCAG,1881-09,-0.1824,0.4972,0.23738249
GCAG,1881-10,-0.2207,0.4589,0.219096591
GCAG,1881-11,-0.2194,0.4602,0.219717261
GCAG,1881-12,-0.0439,0.6357,0.303507742
GCAG,1882-01,0.0883,0.7679,0.36662513
GCAG,1882-02,0.0385,0.7181,0.342848685
GCAG,1882-03,0.0754,0.755,0.360466171
GCAG,1882-04,-0.1241,0.5555,0.265217163
GCAG,1882-05,-0.1459,0.5337,0.254809001
GCAG,1882-06,-0.1391,0.5405,0.258055583
GCAG,1882-07,-0.0666,0.613,0.292669885
GCAG,1882-08,-0.0037,0.6759,0.322700775
GCAG,1882-09,0.0077,0.6873,0.328143575
GCAG,1882-10,-0.2101,0.4695,0.22415744
GCAG,1882-11,-0.1279,0.5517,0.263402896
GCAG,1882-12,-0.1705,0.5091,0.24306401
GCAG,1883-01,-0.2707,0.4089,0.195224659
GCAG,1883-02,-0.2915,0.3881,0.185293935
GCAG,1883-03,-0.1326,0.547,0.261158935
GCAG,1883-04,-0.1746,0.505,0.241106512
GCAG,1883-05,-0.1455,0.5341,0.254999976
GCAG,1883-06,-0.0066,0.673,0.321316203
GCAG,1883-07,-0.0849,0.5947,0.283932758
GCAG,1883-08,-0.0526,0.627,0.299354026
GCAG,1883-09,-0.1467,0.5329,0.25442705
GCAG,1883-10,-0.1612,0.5184,0.24750419
GCAG,1883-11,-0.1683,0.5113,0.244114375
GCAG,1883-12,-0.0738,0.6058,0.289232326
GCAG,1884-01,-0.1843,0.4953,0.236475357
GCAG,1884-02,-0.143,0.5366,0.256193573
GCAG,1884-03,-0.2061,0.4735,0.226067195
GCAG,1884-04,-0.1809,0.4987,0.238098648
GCAG,1884-05,-0.1282,0.5514,0.263259665
GCAG,1884-06,-0.1939,0.4857,0.231891946
GCAG,1884-07,-0.2985,0.3811,0.181951865
GCAG,1884-08,-0.2698,0.4098,0.195654354
GCAG,1884-09,-0.2238,0.4558,0.217616531
GCAG,1884-10,-0.1695,0.5101,0.243541449
GCAG,1884-11,-0.2692,0.4104,0.195940817
GCAG,1884-12,-0.144,0.5356,0.255716134
GCAG,1885-01,-0.4267,0.2529,0.120744231
GCAG,1885-02,-0.2558,0.4238,0.202338494
GCAG,1885-03,-0.1473,0.5323,0.254140587
GCAG,1885-04,-0.2564,0.4232,0.202052031
GCAG,1885-05,-0.2787,0.4009,0.19140515
GCAG,1885-06,-0.3052,0.3744,0.178753026
GCAG,1885-07,-0.2375,0.4421,0.211075622
GCAG,1885-08,-0.2407,0.4389,0.209547818
GCAG,1885-09,-0.1963,0.4833,0.230746093
GCAG,1885-10,-0.1289,0.5507,0.262925458
GCAG,1885-11,-0.1262,0.5534,0.264214542
GCAG,1885-12,0.05,0.7296,0.34833923
GCAG,1886-01,-0.1143,0.5653,0.269896062
GCAG,1886-02,-0.2795,0.4001,0.191023199
GCAG,1886-03,-0.2823,0.3973,0.189686371
GCAG,1886-04,-0.1679,0.5117,0.244305351
GCAG,1886-05,-0.1573,0.5223,0.2493662
GCAG,1886-06,-0.2468,0.4328,0.206635442
GCAG,1886-07,-0.1599,0.5197,0.24812486
GCAG,1886-08,-0.2146,0.465,0.222008966
GCAG,1886-09,-0.1969,0.4827,0.23045963
GCAG,1886-10,-0.2261,0.4535,0.216518422
GCAG,1886-11,-0.1952,0.4844,0.231271276
GCAG,1886-12,-0.163,0.5166,0.2466448
GCAG,1887-01,-0.3792,0.3004,0.143422567
GCAG,1887-02,-0.3745,0.3051,0.145666528
GCAG,1887-03,-0.1655,0.5141,0.245451203
GCAG,1887-04,-0.1899,0.4897,0.233801701
GCAG,1887-05,-0.239,0.4406,0.210359464
GCAG,1887-06,-0.2149,0.4647,0.221865735
GCAG,1887-07,-0.2707,0.4089,0.195224659
GCAG,1887-08,-0.3148,0.3648,0.174169615
GCAG,1887-09,-0.1827,0.4969,0.237239259
GCAG,1887-10,-0.2995,0.3801,0.181474426
GCAG,1887-11,-0.1572,0.5224,0.249413944
GCAG,1887-12,-0.1988,0.4808,0.229552497
GCAG,1888-01,-0.3871,0.2925,0.139650801
GCAG,1888-02,-0.3288,0.3508,0.167485474
GCAG,1888-03,-0.2974,0.3822,0.182477047
GCAG,1888-04,-0.1761,0.5035,0.240390354
GCAG,1888-05,-0.1561,0.5235,0.249939127
GCAG,1888-06,-0.0943,0.5853,0.279444834
GCAG,1888-07,-0.1149,0.5647,0.269609598
GCAG,1888-08,-0.1633,0.5163,0.246501568
GCAG,1888-09,-0.069,0.6106,0.291524032
GCAG,1888-10,0.019,0.6986,0.333538632
GCAG,1888-11,-0.0418,0.6378,0.304510363
GCAG,1888-12,0.0445,0.7241,0.345713317
GCAG,1889-01,-0.0944,0.5852,0.27939709
GCAG,1889-02,0.0152,0.6948,0.331724365
GCAG,1889-03,0.1207,0.8003,0.382094141
GCAG,1889-04,0.0496,0.7292,0.348148254
GCAG,1889-05,-0.0326,0.647,0.308902798
GCAG,1889-06,-0.0698,0.6098,0.291142081
GCAG,1889-07,-0.1604,0.5192,0.24788614
GCAG,1889-08,-0.137,0.5426,0.259058205
GCAG,1889-09,-0.2264,0.4532,0.21637519
GCAG,1889-10,-0.1913,0.4883,0.233133287
GCAG,1889-11,-0.2769,0.4027,0.192264539
GCAG,1889-12,-0.175,0.5046,0.240915536
GCAG,1890-01,-0.3594,0.3202,0.152875852
GCAG,1890-02,-0.4268,0.2528,0.120696487
GCAG,1890-03,-0.3189,0.3607,0.172212116
GCAG,1890-04,-0.2588,0.4208,0.200906179
GCAG,1890-05,-0.3892,0.2904,0.13864818
GCAG,1890-06,-0.2875,0.3921,0.18720369
GCAG,1890-07,-0.2802,0.3994,0.190688992
GCAG,1890-08,-0.3257,0.3539,0.168965534
GCAG,1890-09,-0.3508,0.3288,0.156981824
GCAG,1890-10,-0.2941,0.3855,0.184052595
GCAG,1890-11,-0.3419,0.3377,0.161231028
GCAG,1890-12,-0.2302,0.4494,0.214560924
GCAG,1891-01,-0.3772,0.3024,0.144377444
GCAG,1891-02,-0.5228,0.1568,0.074862378
GCAG,1891-03,-0.212,0.4676,0.223250307
GCAG,1891-04,-0.2523,0.4273,0.20400953
GCAG,1891-05,-0.1374,0.5422,0.258867229
GCAG,1891-06,-0.2023,0.4773,0.227881462
GCAG,1891-07,-0.2264,0.4532,0.21637519
GCAG,1891-08,-0.2313,0.4483,0.214035741
GCAG,1891-09,-0.1514,0.5282,0.252183088
GCAG,1891-10,-0.2861,0.3935,0.187872104
GCAG,1891-11,-0.3968,0.2828,0.135019647
GCAG,1891-12,-0.0421,0.6375,0.304367131
GCAG,1892-01,-0.2372,0.4424,0.211218853
GCAG,1892-02,-0.1353,0.5443,0.25986985
GCAG,1892-03,-0.3032,0.3764,0.179707903
GCAG,1892-04,-0.3203,0.3593,0.171543702
GCAG,1892-05,-0.3081,0.3715,0.177368454
GCAG,1892-06,-0.2831,0.3965,0.18930442
GCAG,1892-07,-0.3497,0.3299,0.157507006
GCAG,1892-08,-0.3279,0.3517,0.167915169
GCAG,1892-09,-0.2198,0.4598,0.219526285
GCAG,1892-10,-0.2464,0.4332,0.206826418
GCAG,1892-11,-0.4728,0.2068,0.09873431
GCAG,1892-12,-0.4708,0.2088,0.099689187
GCAG,1893-01,-0.6796,0,0
GCAG,1893-02,-0.6107,0.0689,0.032895522
GCAG,1893-03,-0.2218,0.4578,0.218571408
GCAG,1893-04,-0.35,0.3296,0.157363775
GCAG,1893-05,-0.3421,0.3375,0.16113554
GCAG,1893-06,-0.2405,0.4391,0.209643306
GCAG,1893-07,-0.2018,0.4778,0.228120181
GCAG,1893-08,-0.3281,0.3515,0.167819681
GCAG,1893-09,-0.2587,0.4209,0.200953922
GCAG,1893-10,-0.2099,0.4697,0.224252928
GCAG,1893-11,-0.1657,0.5139,0.245355716
GCAG,1893-12,-0.2452,0.4344,0.207399344
GCAG,1894-01,-0.436,0.2436,0.116304052
GCAG,1894-02,-0.2215,0.4581,0.21871464
GCAG,1894-03,-0.2064,0.4732,0.225923963
GCAG,1894-04,-0.3023,0.3773,0.180137598
GCAG,1894-05,-0.3018,0.3778,0.180376317
GCAG,1894-06,-0.3487,0.3309,0.157984445
GCAG,1894-07,-0.2738,0.4058,0.193744599
GCAG,1894-08,-0.2735,0.4061,0.193887831
GCAG,1894-09,-0.2531,0.4265,0.203627579
GCAG,1894-10,-0.2135,0.4661,0.222534149
GCAG,1894-11,-0.2979,0.3817,0.182238328
GCAG,1894-12,-0.2412,0.4384,0.209309099
GCAG,1895-01,-0.4389,0.2407,0.11491948
GCAG,1895-02,-0.4136,0.266,0.126998677
GCAG,1895-03,-0.2879,0.3917,0.187012714
GCAG,1895-04,-0.1868,0.4928,0.23528176
GCAG,1895-05,-0.2076,0.472,0.225351037
GCAG,1895-06,-0.2938,0.3858,0.184195826
GCAG,1895-07,-0.201,0.4786,0.228502132
GCAG,1895-08,-0.2243,0.4553,0.217377812
GCAG,1895-09,-0.1329,0.5467,0.261015703
GCAG,1895-10,-0.1317,0.5479,0.261588629
GCAG,1895-11,-0.1602,0.5194,0.247981628
GCAG,1895-12,-0.069,0.6106,0.291524032
GCAG,1896-01,-0.1056,0.574,0.274049778
GCAG,1896-02,-0.0789,0.6007,0.286797389
GCAG,1896-03,-0.2079,0.4717,0.225207805
GCAG,1896-04,-0.266,0.4136,0.19746862
GCAG,1896-05,-0.1042,0.5754,0.274718192
GCAG,1896-06,-0.0925,0.5871,0.280304224
GCAG,1896-07,-0.0509,0.6287,0.300165671
GCAG,1896-08,-0.0723,0.6073,0.289948484
GCAG,1896-09,-0.0679,0.6117,0.292049214
GCAG,1896-10,-0.0056,0.674,0.321793641
GCAG,1896-11,-0.1659,0.5137,0.245260228
GCAG,1896-12,0.049,0.7286,0.347861791
GCAG,1897-01,-0.1857,0.4939,0.235806943
GCAG,1897-02,-0.1086,0.571,0.272617462
GCAG,1897-03,-0.1863,0.4933,0.23552048
GCAG,1897-04,-0.0032,0.6764,0.322939494
GCAG,1897-05,-0.0256,0.654,0.312244869
GCAG,1897-06,-0.1,0.5796,0.276723434
GCAG,1897-07,-0.0401,0.6395,0.305322008
GCAG,1897-08,-0.0735,0.6061,0.289375558
GCAG,1897-09,-0.0247,0.6549,0.312674564
GCAG,1897-10,-0.1608,0.5188,0.247695165
GCAG,1897-11,-0.2619,0.4177,0.199426119
GCAG,1897-12,-0.2989,0.3807,0.181760889
GCAG,1898-01,-0.0399,0.6397,0.305417496
GCAG,1898-02,-0.2785,0.4011,0.191500637
GCAG,1898-03,-0.6515,0.0281,0.013416026
GCAG,1898-04,-0.3467,0.3329,0.158939322
GCAG,1898-05,-0.2887,0.3909,0.186630763
GCAG,1898-06,-0.2078,0.4718,0.225255549
GCAG,1898-07,-0.2426,0.437,0.208640684
GCAG,1898-08,-0.2306,0.449,0.214369948
GCAG,1898-09,-0.1968,0.4828,0.230507374
GCAG,1898-10,-0.3234,0.3562,0.170063643
GCAG,1898-11,-0.2417,0.4379,0.209070379
GCAG,1898-12,-0.0073,0.6723,0.320981996
GCAG,1899-01,-0.1005,0.5791,0.276484715
GCAG,1899-02,-0.2787,0.4009,0.19140515
GCAG,1899-03,-0.2549,0.4247,0.202768189
GCAG,1899-04,-0.1946,0.485,0.231557739
GCAG,1899-05,-0.1203,0.5593,0.26703143
GCAG,1899-06,-0.1977,0.4819,0.230077679
GCAG,1899-07,-0.1259,0.5537,0.264357773
GCAG,1899-08,-0.0664,0.6132,0.292765372
GCAG,1899-09,-0.0307,0.6489,0.309809932
GCAG,1899-10,-0.0241,0.6555,0.312961027
GCAG,1899-11,0.1523,0.8319,0.397181202
GCAG,1899-12,-0.1656,0.514,0.24540346
GCAG,1900-01,-0.2404,0.4392,0.209691049
GCAG,1900-02,-0.0934,0.5862,0.279874529
GCAG,1900-03,-0.0402,0.6394,0.305274265
GCAG,1900-04,-0.0985,0.5811,0.277439592
GCAG,1900-05,-0.0371,0.6425,0.306754324
GCAG,1900-06,-0.045,0.6346,0.302982559
GCAG,1900-07,-0.0728,0.6068,0.289709765
GCAG,1900-08,-0.0708,0.6088,0.290664642
GCAG,1900-09,-0.06,0.6196,0.29582098
GCAG,1900-10,0.0464,0.726,0.346620451
GCAG,1900-11,-0.1345,0.5451,0.260251801
GCAG,1900-12,0.032,0.7116,0.339745334
GCAG,1901-01,-0.1259,0.5537,0.264357773
GCAG,1901-02,-0.0741,0.6055,0.289089095
GCAG,1901-03,-0.0327,0.6469,0.308855054
GCAG,1901-04,-0.0646,0.615,0.293624762
GCAG,1901-05,-0.1248,0.5548,0.264882956
GCAG,1901-06,-0.1273,0.5523,0.263689359
GCAG,1901-07,-0.1563,0.5233,0.249843639
GCAG,1901-08,-0.1299,0.5497,0.262448019
GCAG,1901-09,-0.2059,0.4737,0.226162682
GCAG,1901-10,-0.2786,0.401,0.191452894
GCAG,1901-11,-0.1425,0.5371,0.256432292
GCAG,1901-12,-0.2372,0.4424,0.211218853
GCAG,1902-01,-0.0856,0.594,0.28359855
GCAG,1902-02,-0.0409,0.6387,0.304940058
GCAG,1902-03,-0.1954,0.4842,0.231175788
GCAG,1902-04,-0.2697,0.4099,0.195702097
GCAG,1902-05,-0.2616,0.418,0.19956935
GCAG,1902-06,-0.3324,0.3472,0.165766695
GCAG,1902-07,-0.2902,0.3894,0.185914605
GCAG,1902-08,-0.2643,0.4153,0.198280266
GCAG,1902-09,-0.2315,0.4481,0.213940253
GCAG,1902-10,-0.2821,0.3975,0.189781858
GCAG,1902-11,-0.343,0.3366,0.160705845
GCAG,1902-12,-0.3592,0.3204,0.152971339
GCAG,1903-01,-0.2101,0.4695,0.22415744
GCAG,1903-02,-0.08,0.5996,0.286272207
GCAG,1903-03,-0.2755,0.4041,0.192932953
GCAG,1903-04,-0.354,0.3256,0.15545402
GCAG,1903-05,-0.3912,0.2884,0.137693303
GCAG,1903-06,-0.3759,0.3037,0.144998114
GCAG,1903-07,-0.334,0.3456,0.165002793
GCAG,1903-08,-0.4296,0.25,0.119359659
GCAG,1903-09,-0.3756,0.304,0.145141346
GCAG,1903-10,-0.4357,0.2439,0.116447284
GCAG,1903-11,-0.395,0.2846,0.135879036
GCAG,1903-12,-0.3861,0.2935,0.14012824
GCAG,1904-01,-0.5416,0.138,0.065886532
GCAG,1904-02,-0.467,0.2126,0.101503454
GCAG,1904-03,-0.5129,0.1667,0.079589021
GCAG,1904-04,-0.4717,0.2079,0.099259493
GCAG,1904-05,-0.4282,0.2514,0.120028073
GCAG,1904-06,-0.4403,0.2393,0.114251066
GCAG,1904-07,-0.4597,0.2199,0.104988756
GCAG,1904-08,-0.4314,0.2482,0.11850027
GCAG,1904-09,-0.4632,0.2164,0.103317721
GCAG,1904-10,-0.4066,0.273,0.130340748
GCAG,1904-11,-0.1686,0.511,0.243971144
GCAG,1904-12,-0.2414,0.4382,0.209213611
GCAG,1905-01,-0.354,0.3256,0.15545402
GCAG,1905-02,-0.6187,0.0609,0.029076013
GCAG,1905-03,-0.394,0.2856,0.136356475
GCAG,1905-04,-0.4481,0.2315,0.110527045
GCAG,1905-05,-0.2879,0.3917,0.187012714
GCAG,1905-06,-0.2503,0.4293,0.204964407
GCAG,1905-07,-0.1918,0.4878,0.232894567
GCAG,1905-08,-0.2275,0.4521,0.215850008
GCAG,1905-09,-0.2239,0.4557,0.217568787
GCAG,1905-10,-0.296,0.3836,0.183145461
GCAG,1905-11,-0.0916,0.588,0.280733919
GCAG,1905-12,-0.1334,0.5462,0.260776984
GCAG,1906-01,-0.1755,0.5041,0.240676817
GCAG,1906-02,-0.2379,0.4417,0.210884646
GCAG,1906-03,-0.1484,0.5312,0.253615404
GCAG,1906-04,-0.0514,0.6282,0.299926952
GCAG,1906-05,-0.2166,0.463,0.221054089
GCAG,1906-06,-0.1768,0.5028,0.240056147
GCAG,1906-07,-0.2467,0.4329,0.206683186
GCAG,1906-08,-0.2362,0.4434,0.211696292
GCAG,1906-09,-0.3053,0.3743,0.178705282
GCAG,1906-10,-0.2809,0.3987,0.190354785
GCAG,1906-11,-0.3676,0.312,0.148960855
GCAG,1906-12,-0.165,0.5146,0.245689923
GCAG,1907-01,-0.3443,0.3353,0.160085175
GCAG,1907-02,-0.4038,0.2758,0.131677576
GCAG,1907-03,-0.276,0.4036,0.192694234
GCAG,1907-04,-0.3508,0.3288,0.156981824
GCAG,1907-05,-0.4669,0.2127,0.101551198
GCAG,1907-06,-0.3742,0.3054,0.14580976
GCAG,1907-07,-0.3547,0.3249,0.155119813
GCAG,1907-08,-0.3378,0.3418,0.163188526
GCAG,1907-09,-0.3364,0.3432,0.16385694
GCAG,1907-10,-0.3047,0.3749,0.178991745
GCAG,1907-11,-0.5055,0.1741,0.083122067
GCAG,1907-12,-0.3922,0.2874,0.137215864
GCAG,1908-01,-0.36,0.3196,0.152589388
GCAG,1908-02,-0.3753,0.3043,0.145284577
GCAG,1908-03,-0.6041,0.0755,0.036046617
GCAG,1908-04,-0.4832,0.1964,0.093768948
GCAG,1908-05,-0.3982,0.2814,0.134351233
GCAG,1908-06,-0.4062,0.2734,0.130531723
GCAG,1908-07,-0.3874,0.2922,0.13950757
GCAG,1908-08,-0.4787,0.2009,0.095917422
GCAG,1908-09,-0.3973,0.2823,0.134780927
GCAG,1908-10,-0.5169,0.1627,0.077679266
GCAG,1908-11,-0.4833,0.1963,0.093721204
GCAG,1908-12,-0.3846,0.295,0.140844398
GCAG,1909-01,-0.5499,0.1297,0.061923791
GCAG,1909-02,-0.4563,0.2233,0.106612048
GCAG,1909-03,-0.5399,0.1397,0.066698178
GCAG,1909-04,-0.5264,0.1532,0.073143599
GCAG,1909-05,-0.4512,0.2284,0.109046985
GCAG,1909-06,-0.4145,0.2651,0.126568983
GCAG,1909-07,-0.435,0.2446,0.116781491
GCAG,1909-08,-0.3052,0.3744,0.178753026
GCAG,1909-09,-0.3611,0.3185,0.152064206
GCAG,1909-10,-0.3935,0.2861,0.136595194
GCAG,1909-11,-0.2733,0.4063,0.193983318
GCAG,1909-12,-0.4071,0.2725,0.130102029
GCAG,1910-01,-0.3035,0.3761,0.179564671
GCAG,1910-02,-0.3627,0.3169,0.151300304
GCAG,1910-03,-0.4202,0.2594,0.123847582
GCAG,1910-04,-0.339,0.3406,0.1626156
GCAG,1910-05,-0.2999,0.3797,0.181283451
GCAG,1910-06,-0.3525,0.3271,0.156170178
GCAG,1910-07,-0.3264,0.3532,0.168631327
GCAG,1910-08,-0.3325,0.3471,0.165718951
GCAG,1910-09,-0.3322,0.3474,0.165862183
GCAG,1910-10,-0.4199,0.2597,0.123990814
GCAG,1910-11,-0.4956,0.184,0.087848709
GCAG,1910-12,-0.5626,0.117,0.055860321
GCAG,1911-01,-0.5067,0.1729,0.08254914
GCAG,1911-02,-0.5265,0.1531,0.073095855
GCAG,1911-03,-0.5697,0.1099,0.052470506
GCAG,1911-04,-0.5099,0.1697,0.081021337
GCAG,1911-05,-0.4775,0.2021,0.096490349
GCAG,1911-06,-0.4443,0.2353,0.112341311
GCAG,1911-07,-0.4658,0.2138,0.102076381
GCAG,1911-08,-0.4541,0.2255,0.107662413
GCAG,1911-09,-0.3983,0.2813,0.134303489
GCAG,1911-10,-0.3433,0.3363,0.160562614
GCAG,1911-11,-0.2571,0.4225,0.201717824
GCAG,1911-12,-0.2456,0.434,0.207208369
GCAG,1912-01,-0.2791,0.4005,0.191214174
GCAG,1912-02,-0.1091,0.5705,0.272378743
GCAG,1912-03,-0.3123,0.3673,0.175363211
GCAG,1912-04,-0.2027,0.4769,0.227690486
GCAG,1912-05,-0.2257,0.4539,0.216709397
GCAG,1912-06,-0.26,0.4196,0.200333252
GCAG,1912-07,-0.314,0.3656,0.174551566
GCAG,1912-08,-0.4516,0.228,0.108856009
GCAG,1912-09,-0.5056,0.174,0.083074323
GCAG,1912-10,-0.5185,0.1611,0.076915364
GCAG,1912-11,-0.4122,0.2674,0.127667092
GCAG,1912-12,-0.3553,0.3243,0.15483335
GCAG,1913-01,-0.3513,0.3283,0.156743105
GCAG,1913-02,-0.3899,0.2897,0.138313973
GCAG,1913-03,-0.4077,0.2719,0.129815565
GCAG,1913-04,-0.3506,0.329,0.157077312
GCAG,1913-05,-0.394,0.2856,0.136356475
GCAG,1913-06,-0.3779,0.3017,0.144043237
GCAG,1913-07,-0.3534,0.3262,0.155740483
GCAG,1913-08,-0.328,0.3516,0.167867425
GCAG,1913-09,-0.3562,0.3234,0.154403655
GCAG,1913-10,-0.3112,0.3684,0.175888394
GCAG,1913-11,-0.1371,0.5425,0.259010461
GCAG,1913-12,-0.0374,0.6422,0.306611093
GCAG,1914-01,0.0961,0.7757,0.370349151
GCAG,1914-02,-0.1203,0.5593,0.26703143
GCAG,1914-03,-0.1633,0.5163,0.246501568
GCAG,1914-04,-0.2481,0.4315,0.206014772
GCAG,1914-05,-0.1647,0.5149,0.245833154
GCAG,1914-06,-0.1963,0.4833,0.230746093
GCAG,1914-07,-0.2095,0.4701,0.224443903
GCAG,1914-08,-0.1757,0.5039,0.240581329
GCAG,1914-09,-0.1781,0.5015,0.239435477
GCAG,1914-10,-0.0938,0.5858,0.279683554
GCAG,1914-11,-0.1202,0.5594,0.267079174
GCAG,1914-12,-0.0998,0.5798,0.276818922
GCAG,1915-01,-0.1374,0.5422,0.258867229
GCAG,1915-02,-0.0108,0.6688,0.319310961
GCAG,1915-03,-0.1011,0.5785,0.276198252
GCAG,1915-04,0.0215,0.7011,0.334732229
GCAG,1915-05,-0.0685,0.6111,0.291762751
GCAG,1915-06,-0.0858,0.5938,0.283503063
GCAG,1915-07,-0.0284,0.6512,0.310908041
GCAG,1915-08,-0.076,0.6036,0.288181961
GCAG,1915-09,-0.1111,0.5685,0.271423865
GCAG,1915-10,-0.1722,0.5074,0.242252365
GCAG,1915-11,-0.0116,0.668,0.31892901
GCAG,1915-12,-0.0503,0.6293,0.300452134
GCAG,1916-01,-0.1797,0.4999,0.238671575
GCAG,1916-02,-0.1759,0.5037,0.240485842
GCAG,1916-03,-0.2944,0.3852,0.183909363
GCAG,1916-04,-0.1978,0.4818,0.230029935
GCAG,1916-05,-0.2245,0.4551,0.217282324
GCAG,1916-06,-0.3834,0.2962,0.141417324
GCAG,1916-07,-0.2889,0.3907,0.186535276
GCAG,1916-08,-0.2743,0.4053,0.19350588
GCAG,1916-09,-0.2616,0.418,0.19956935
GCAG,1916-10,-0.2651,0.4145,0.197898315
GCAG,1916-11,-0.3957,0.2839,0.135544829
GCAG,1916-12,-0.5742,0.1054,0.050322032
GCAG,1917-01,-0.4299,0.2497,0.119216428
GCAG,1917-02,-0.4721,0.2075,0.099068517
GCAG,1917-03,-0.4287,0.2509,0.119789354
GCAG,1917-04,-0.3146,0.365,0.174265103
GCAG,1917-05,-0.45,0.2296,0.109619911
GCAG,1917-06,-0.3432,0.3364,0.160610358
GCAG,1917-07,-0.1721,0.5075,0.242300108
GCAG,1917-08,-0.1726,0.507,0.242061389
GCAG,1917-09,-0.0635,0.6161,0.294149944
GCAG,1917-10,-0.2602,0.4194,0.200237764
GCAG,1917-11,-0.1348,0.5448,0.26010857
GCAG,1917-12,-0.5329,0.1467,0.070040248
GCAG,1918-01,-0.2146,0.465,0.222008966
GCAG,1918-02,-0.2892,0.3904,0.186392044
GCAG,1918-03,-0.1783,0.5013,0.239339989
GCAG,1918-04,-0.2966,0.383,0.182858998
GCAG,1918-05,-0.276,0.4036,0.192694234
GCAG,1918-06,-0.1829,0.4967,0.237143771
GCAG,1918-07,-0.2024,0.4772,0.227833718
GCAG,1918-08,-0.1777,0.5019,0.239626452
GCAG,1918-09,-0.1481,0.5315,0.253758636
GCAG,1918-10,-0.0998,0.5798,0.276818922
GCAG,1918-11,-0.1154,0.5642,0.269370879
GCAG,1918-12,-0.3195,0.3601,0.171925653
GCAG,1919-01,-0.2424,0.4372,0.208736172
GCAG,1919-02,-0.053,0.6266,0.29916305
GCAG,1919-03,-0.2393,0.4403,0.210216232
GCAG,1919-04,-0.0704,0.6092,0.290855618
GCAG,1919-05,-0.1837,0.4959,0.23676182
GCAG,1919-06,-0.2348,0.4448,0.212364706
GCAG,1919-07,-0.2155,0.4641,0.221579272
GCAG,1919-08,-0.2077,0.4719,0.225303293
GCAG,1919-09,-0.1833,0.4963,0.236952796
GCAG,1919-10,-0.22,0.4596,0.219430798
GCAG,1919-11,-0.3178,0.3618,0.172737299
GCAG,1919-12,-0.298,0.3816,0.182190584
GCAG,1920-01,-0.1157,0.5639,0.269227648
GCAG,1920-02,-0.2197,0.4599,0.219574029
GCAG,1920-03,-0.0583,0.6213,0.296632625
GCAG,1920-04,-0.2098,0.4698,0.224300672
GCAG,1920-05,-0.1682,0.5114,0.244162119
GCAG,1920-06,-0.2559,0.4237,0.202290751
GCAG,1920-07,-0.2436,0.436,0.208163246
GCAG,1920-08,-0.2306,0.449,0.214369948
GCAG,1920-09,-0.1755,0.5041,0.240676817
GCAG,1920-10,-0.2096,0.47,0.224396159
GCAG,1920-11,-0.251,0.4286,0.2046302
GCAG,1920-12,-0.3886,0.291,0.138934643
GCAG,1921-01,-0.0598,0.6198,0.295916467
GCAG,1921-02,-0.1494,0.5302,0.253137965
GCAG,1921-03,-0.2176,0.462,0.22057665
GCAG,1921-04,-0.2059,0.4737,0.226162682
GCAG,1921-05,-0.1917,0.4879,0.232942311
GCAG,1921-06,-0.1665,0.5131,0.244973765
GCAG,1921-07,-0.1123,0.5673,0.270850939
GCAG,1921-08,-0.1964,0.4832,0.230698349
GCAG,1921-09,-0.1481,0.5315,0.253758636
GCAG,1921-10,-0.0662,0.6134,0.29286086
GCAG,1921-11,-0.1859,0.4937,0.235711455
GCAG,1921-12,-0.0822,0.5974,0.285221842
GCAG,1922-01,-0.3221,0.3575,0.170684313
GCAG,1922-02,-0.2945,0.3851,0.183861619
GCAG,1922-03,-0.0787,0.6009,0.286892877
GCAG,1922-04,-0.1301,0.5495,0.262352531
GCAG,1922-05,-0.2647,0.4149,0.198089291
GCAG,1922-06,-0.282,0.3976,0.189829602
GCAG,1922-07,-0.2615,0.4181,0.199617094
GCAG,1922-08,-0.2793,0.4003,0.191118686
GCAG,1922-09,-0.2525,0.4271,0.203914042
GCAG,1922-10,-0.2506,0.429,0.204821175
GCAG,1922-11,-0.1929,0.4867,0.232369385
GCAG,1922-12,-0.1563,0.5233,0.249843639
GCAG,1923-01,-0.2143,0.4653,0.222152198
GCAG,1923-02,-0.3785,0.3011,0.143756774
GCAG,1923-03,-0.2697,0.4099,0.195702097
GCAG,1923-04,-0.3381,0.3415,0.163045295
GCAG,1923-05,-0.2488,0.4308,0.205680565
GCAG,1923-06,-0.1948,0.4848,0.231462251
