Source,Date,Mean,shifted,normalized
GCAG,2010-10,0.6268,1.3064,0.623725836
GCAG,2010-11,0.7682,1.4478,0.691235659
GCAG,2010-12,0.4894,1.169,0.558125767
GCAG,2011-01,0.4706,1.1502,0.549149921
GCAG,2011-02,0.4976,1.1772,0.562040764
GCAG,2011-03,0.5915,1.2711,0.606872252
GCAG,2011-04,0.6522,1.3318,0.635852777
GCAG,2011-05,0.5741,1.2537,0.598564819
GCAG,2011-06,0.6465,1.3261,0.633131377
GCAG,2011-07,0.6282,1.3078,0.62439425
GCAG,2011-08,0.616,1.2956,0.618569498
GCAG,2011-09,0.5998,1.2794,0.610834992
GCAG,2011-10,0.6349,1.3145,0.627593089
GCAG,2011-11,0.4857,1.1653,0.556359244
GCAG,2011-12,0.5485,1.2281,0.58634239
GCAG,2012-01,0.4228,1.1024,0.526328354
GCAG,2012-02,0.4235,1.1031,0.526662561
GCAG,2012-03,0.5218,1.2014,0.573594779
GCAG,2012-04,0.7335,1.4131,0.674668538
GCAG,2012-05,0.7221,1.4017,0.669225738
GCAG,2012-06,0.7039,1.3835,0.660536355
GCAG,2012-07,0.6884,1.368,0.653136056
GCAG,2012-08,0.6694,1.349,0.644064722
GCAG,2012-09,0.7266,1.4062,0.671374212
GCAG,2012-10,0.7022,1.3818,0.659724709
GCAG,2012-11,0.7087,1.3883,0.66282806
GCAG,2012-12,0.4655,1.1451,0.546714983
GCAG,2013-01,0.5873,1.2669,0.604867009
GCAG,2013-02,0.6357,1.3153,0.62797504
GCAG,2013-03,0.6139,1.2935,0.617566877
GCAG,2013-04,0.561,1.2406,0.592310373
GCAG,2013-05,0.7141,1.3937,0.665406229
GCAG,2013-06,0.6838,1.3634,0.650939838
GCAG,2013-07,0.6662,1.3458,0.642536918
GCAG,2013-08,0.6605,1.3401,0.639815518
GCAG,2013-09,0.6857,1.3653,0.651846971
GCAG,2013-10,0.6787,1.3583,0.648504901
GCAG,2013-11,0.8293,1.5089,0.72040716
GCAG,2013-12,0.6981,1.3777,0.65776721
GCAG,2014-01,0.6936,1.3732,0.655618737
GCAG,2014-02,0.48,1.1596,0.553637844
GCAG,2014-03,0.7695,1.4491,0.691856329
GCAG,2014-04,0.8006,1.4802,0.706704671
GCAG,2014-05,0.7938,1.4734,0.703458088
GCAG,2014-06,0.7623,1.4419,0.688418771
GCAG,2014-07,0.6988,1.3784,0.658101418
GCAG,2014-08,0.7986,1.4782,0.705749794
GCAG,2014-09,0.7872,1.4668,0.700306993
GCAG,2014-10,0.7851,1.4647,0.699304372
GCAG,2014-11,0.6895,1.3691,0.653661238
GCAG,2014-12,0.8308,1.5104,0.721123318
GCAG,2015-01,0.8141,1.4937,0.713150092
GCAG,2015-02,0.8843,1.5639,0.746666285
GCAG,2015-03,0.8969,1.5765,0.752682012
GCAG,2015-04,0.7741,1.4537,0.694052547
GCAG,2015-05,0.8584,1.538,0.734300624
GCAG,2015-06,0.8835,1.5631,0.746284334
GCAG,2015-07,0.8072,1.4868,0.709855766
GCAG,2015-08,0.8746,1.5542,0.74203513
GCAG,2015-09,0.926,1.6056,0.766575476
GCAG,2015-10,0.9913,1.6709,0.797752219
GCAG,2015-11,0.9655,1.6451,0.785434302
GCAG,2015-12,1.1219,1.8015,0.860105705
GCAG,2016-01,1.0569,1.7365,0.829072193
GCAG,2016-02,1.1921,1.8717,0.893621897
GCAG,2016-03,1.2245,1.9041,0.909090909
GCAG,2016-04,1.0733,1.7529,0.836902187
GCAG,2016-05,0.8738,1.5534,0.741653179
GCAG,2016-06,0.9006,1.5802,0.754448535
GCAG,2016-07,0.8687,1.5483,0.739218242
GCAG,2016-08,0.8998,1.5794,0.754066584
GCAG,2016-09,0.8767,1.5563,0.743037751
GCAG,2016-10,0.7292,1.4088,0.672615552
GCAG,2016-11,0.7504,1.43,0.682737251
GCAG,2016-12,0.7895,1.4691,0.701405102
